date,snd_lvl_mean,dba_mean,dba_p90,n_events
2025-06-18,54.175904007468475,77.74929490432214,84.68508643144683,4223
2025-06-19,53.80617261683598,74.1841715597835,81.3204913892078,4355
2025-06-20,59.57941553581254,74.30912541349335,81.32403271405492,4952
2025-06-21,62.30702230537374,71.61686998612848,79.09731513546546,4909
2025-06-22,55.80744513812648,72.08195822573617,79.43042200401696,4481
2025-06-23,53.01509153778396,72.16750956810104,79.13222513713332,4193
2025-06-24,54.76409472726972,69.66928177836908,77.03974388824214,4295
2025-06-25,54.73265019728518,69.54287242669993,76.80923362445414,4580
2025-06-26,52.15905763181929,75.41801289012226,82.45915540540541,4736
2025-06-27,53.05499483069867,75.28406191950464,82.03966563467492,4845
2025-06-28,48.98028593275882,74.00610076537929,81.1485074858028,3874
2025-06-29,71.13043056528952,70.42615133889251,77.71945928417007,4163
2025-06-30,53.47433848678297,71.38680340786256,78.65018972520907,4185
2025-07-01,49.10632684823235,71.30889101094984,78.5665362177929,4114
2025-07-02,53.59861143818568,74.13281090368794,81.37986844942851,4637
2025-07-03,56.11661008413678,72.09656661108023,79.21628188499784,4626
2025-07-04,60.75769294190064,73.19698276433735,80.57089381307591,4558
2025-07-05,53.35616909984985,71.33506825470809,78.6801484502447,4291
2025-07-06,65.94017516049455,70.94113730619537,78.07167485484592,4478
2025-07-07,52.89527396660219,72.57535243030273,79.72425688073395,3924
2025-07-08,53.35296687217871,70.27178252921517,77.66710127178521,4246
2025-07-09,50.360663958598245,72.54348896526382,79.85071493418066,4406
2025-07-10,50.777801329079196,74.87376854967948,81.96026442307692,4160
2025-07-11,52.0264338896847,72.80696225039208,79.96164254247955,4767
2025-07-12,55.923525509838406,72.66033522297808,79.80548115079365,4032
2025-07-13,75.97837031144216,73.72114813858032,80.81161508654094,3871
2025-07-14,49.36787059206699,72.86763762242487,80.06120294599017,3666
2025-07-15,53.352976655288025,73.0820920769275,80.22540435308343,4135
2025-07-16,52.14633498139351,71.6411692637552,78.699563361494,4498
2025-07-17,50.48920153768802,72.5045351676114,79.41874721355327,4486
2025-07-18,57.71826973068157,71.31515539391205,78.51305900927571,5067
2025-07-19,70.76530341539625,71.27242204853164,78.41590298047277,4865
2025-07-20,57.70939773293173,70.73965375242805,77.82803955500617,4045
2025-07-21,54.060353756415,71.31195055162212,78.6439236423998,4217
2025-07-22,53.1682238965425,71.60620387072194,79.02567030878859,4210
2025-07-23,53.1674720353728,71.70748028307115,79.0002260519248,4468
2025-07-24,51.96545278533681,71.55345735512532,78.54910195992072,4541
2025-07-25,49.19954670004166,71.54549613478265,78.59861819823888,4429
2025-07-26,53.66990135600802,70.92906496218902,78.19317953975849,4389
2025-07-27,42.268896260923114,74.74890084142721,81.77742422096317,2824
2025-07-28,51.99061221242154,70.46028595458368,77.65652088589852,3567
2025-07-29,51.34096935541715,69.88127566512436,76.53643471659919,3952
2025-07-30,47.931130971589916,70.0743892957336,77.13743738842132,3921
2025-07-31,49.45219071130634,77.05411942221286,84.09919727534714,3817
2025-08-01,54.890035115763936,77.66824253616497,84.47793628808864,4332
2025-08-02,67.65324305633844,73.3263337665367,80.62259622113366,4287
2025-08-03,63.69600589141609,71.7685393729328,78.98803758325406,4204
2025-08-04,51.242062412243,71.48612192304044,78.82498397609994,3682
2025-08-05,52.082434723195185,72.91879265118611,80.14177338031986,3689
2025-08-06,54.69564451524149,73.5499686929834,80.5828962192337,3941
2025-08-07,53.72595723488814,72.5697117853764,79.73535052034057,4228
2025-08-08,52.478837835489394,71.97469085734613,79.03456563500534,4685
2025-08-09,57.385073440915605,71.24701928795989,78.43334183023197,3923
2025-08-10,70.53668756820564,70.84266375269827,77.96145472887768,3965
2025-08-11,50.044836962853374,70.75460694460695,77.94591045591045,3663
